,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Rps14,1.28E-12,-0.178622091,0.278,0.34,3.40E-08
Rps15,5.09E-12,-0.223521809,0.273,0.331,1.35E-07
Rps15a,8.23E-05,-0.155687833,0.263,0.297,1
Rps16,8.98E-16,-0.286234135,0.191,0.25,2.39E-11
Rps17,1.18E-05,-0.134401115,0.18,0.213,0.314228404
Rps18,8.72E-11,-0.261023051,0.236,0.286,2.32E-06
Rps19,1.57E-12,-0.235399494,0.193,0.246,4.17E-08
Rps19bp1,0.000123267,-0.309134908,0.045,0.059,1
Rps2,1.37E-25,-0.379099653,0.348,0.437,3.64E-21
Rps20,6.63E-07,-0.146773156,0.266,0.308,0.017626254
