812,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cSCI
Cog1,0.030435023,-0.58515248,0.177,0.204,1,0
Dbt,0.022548319,-0.58510946,0.094,0.121,1,-0.393388026
Klhdc10,1.01E-38,-0.584498962,0.853,0.929,2.20E-34,0
Ctnna2,3.26E-150,-0.584456289,1,1,7.08E-146,0
Ppt2,0.005875013,-0.584104501,0.152,0.192,1,0
Hirip3,0.1001356,-0.583794538,0.174,0.19,1,0
Mrfap1,0.697947744,-0.583767783,0.076,0.078,1,0
Maneal,0.776025657,-0.583405953,0.074,0.075,1,0
Strbp,8.22E-116,-0.583263403,0.992,1,1.78E-111,0
Fahd1,0.068857008,-0.582632927,0.057,0.076,1,0
Ipo8,8.90E-05,-0.582282112,0.371,0.409,1,0.371459214
Dcaf15,0.13595538,-0.582154581,0.066,0.081,1,0
Acyp1,0.799753232,-0.582096602,0.08,0.081,1,0
Smarcd2,0.147091671,-0.581943099,0.126,0.141,1,0
Cfap61,0.009419191,-0.581882357,0.174,0.209,1,0
Ttn,0.009511084,-0.58150079,0.051,0.079,1,-0.728372063
6430590A07Rik,0.000914106,-0.581069731,0.306,0.339,1,0
Dimt1,0.031628089,-0.580948897,0.263,0.279,1,0
Sf3b6,2.61E-05,-0.580778318,0.342,0.395,0.565911218,0
Adcy8,1.09E-15,-0.580208858,0.373,0.516,2.37E-11,0
Tmem237,0.165532182,-0.580201249,0.16,0.172,1,0
Fxyd4,0.489659853,-0.579992555,0.096,0.102,1,0.388982338
Nono,0.028623088,-0.579831232,0.25,0.27,1,0
Gpkow,0.002862242,-0.579328629,0.255,0.291,1,0
Mrps7,0.424856569,-0.57930892,0.144,0.148,1,0
Ubxn11,5.62E-09,-0.579006657,0.495,0.545,0.000121956,0.465470563
Hif3a,0.851966466,-0.578992479,0.056,0.057,1,0
Atp6v0e2,0.23327897,-0.578971814,0.117,0.129,1,0
Taf10,0.673148453,-0.578836113,0.072,0.074,1,-0.38612995
B230206L02Rik,0.060829549,-0.578723863,0.066,0.086,1,0.364873529
Acadm,0.204921494,-0.578659973,0.168,0.178,1,0
Atp5g1,0.082367753,-0.578564423,0.209,0.225,1,0
Rap1gapos,0.487443612,-0.57771767,0.051,0.057,1,-0.397991605
Ulk3,0.146717057,-0.577435117,0.072,0.087,1,0
Ncapd2,0.001388463,-0.577428283,0.182,0.227,1,0
Emg1,0.800110338,-0.577133818,0.069,0.064,1,0
Atp23,0.066190057,-0.57697856,0.131,0.153,1,0
Zfp518b,0.184920761,-0.576935645,0.075,0.088,1,0
Mitd1,0.023713304,-0.57682424,0.188,0.217,1,0
Zbtb44,0.012400241,-0.576433172,0.229,0.26,1,0
Pkdcc,0.58163394,-0.575493639,0.048,0.052,1,0
Mrpl27,0.045468247,-0.575265826,0.112,0.137,1,0
Mipol1,0.002570783,-0.574691545,0.333,0.364,1,0
Vhl,0.856770091,-0.574182164,0.116,0.113,1,0
Cacng2,2.35E-13,-0.573784446,0.492,0.586,5.11E-09,-0.36334069
Grm8,3.39E-76,-0.573512684,0.981,0.994,7.35E-72,-0.513870204
Haus1,0.353700237,-0.573206837,0.046,0.054,1,0.542152804
5730480H06Rik,0.040411655,-0.573059956,0.249,0.265,1,0
Pigb,0.071739571,-0.572639227,0.201,0.22,1,0
Polrmt,0.048303033,-0.572552949,0.133,0.157,1,0
Nrbf2,0.15622828,-0.572329235,0.122,0.137,1,0
Diaph3,0.113452167,-0.571859432,0.213,0.229,1,-0.686895958
Gtpbp8,0.281173041,-0.571726688,0.206,0.209,1,0
Aifm1,2.53E-07,-0.571109177,0.489,0.53,0.005495662,0
St7,3.28E-31,-0.570692691,0.802,0.862,7.12E-27,0
Ttyh1,5.55E-12,-0.570251338,0.463,0.557,1.21E-07,-0.782594251
Zkscan17,0.401056657,-0.570069824,0.121,0.129,1,-0.806046561
Lipa,0.319452142,-0.56935384,0.088,0.098,1,0
Sh3d19,1.84E-06,-0.568601018,0.274,0.358,0.039846896,0
Eya2,0.394927566,-0.568300189,0.092,0.1,1,0
Dars2,0.042165002,-0.567906052,0.153,0.179,1,0.431423458
Atm,7.81E-06,-0.567656379,0.305,0.379,0.169443061,0
Degs2,0.214300959,-0.567629601,0.07,0.083,1,0
Ap3m1,0.000174602,-0.567584096,0.385,0.418,1,0
Zfp169,0.001150081,-0.567511154,0.305,0.343,1,0
Ccdc130,0.791349841,-0.567465838,0.098,0.098,1,0
Rnf115,2.51E-08,-0.567057022,0.528,0.567,0.000544083,0
Bbof1,5.99E-20,-0.566976245,0.675,0.732,1.30E-15,0
Zfp423,0.024029455,-0.566732601,0.085,0.112,1,-0.454872699
Sytl2,0.014940485,-0.566628055,0.178,0.21,1,0
Cers1,0.005203617,-0.566424684,0.218,0.257,1,0
Ccdc191,8.06E-05,-0.566420352,0.354,0.397,1,0
Drp2,0.000387993,-0.566168806,0.311,0.351,1,0
Fam57a,0.18535693,-0.566069918,0.229,0.234,1,0
Chic1,4.39E-06,-0.564686613,0.403,0.453,0.095209852,0
Svip,0.106569909,-0.564612116,0.193,0.208,1,0
Zfp687,0.592299211,-0.564508986,0.102,0.104,1,0.56158098
Hykk,0.18577819,-0.564436299,0.076,0.09,1,0
Pet100,8.93E-07,-0.56438168,0.449,0.496,0.019384707,0
Nmnat1,0.405619891,-0.564368194,0.058,0.066,1,0
Wasf1,1.41E-25,-0.564031969,0.777,0.83,3.06E-21,0
Pgls,0.456199393,-0.563714142,0.113,0.118,1,0.440150364
Kctd1,2.73E-15,-0.563499736,0.598,0.682,5.92E-11,-0.355494912
Scpep1os,0.175923422,-0.563454543,0.128,0.141,1,0
Bax,0.216177139,-0.563204836,0.123,0.135,1,0
Rbm15,0.090351487,-0.563068095,0.094,0.113,1,0
Trmt10a,0.227629016,-0.562825991,0.114,0.127,1,0
Elk1,0.115586117,-0.562708907,0.126,0.144,1,0.541612498
Smad5,0.065223159,-0.562691461,0.092,0.113,1,0
Eif3m,0.001710584,-0.562681493,0.288,0.325,1,0
C87436,0.004827759,-0.562669105,0.227,0.261,1,0.713959293
Flrt2,6.21E-25,-0.562625203,0.663,0.774,1.35E-20,-0.516760748
Pycr2,0.003056686,-0.56144264,0.103,0.142,1,0
Chchd7,0.114902275,-0.561017359,0.163,0.18,1,0
Npc1,0.001081804,-0.560976356,0.237,0.284,1,0
Mrps25,0.226457462,-0.560823455,0.16,0.17,1,0
Tfb2m,0.017086338,-0.560704719,0.151,0.182,1,0
Bad,0.885996845,-0.559889269,0.065,0.064,1,0
BC003965,0.766639289,-0.559558761,0.101,0.1,1,0
Rnaseh2a,0.08601476,-0.55945716,0.13,0.149,1,0
Lrp8os2,0.303638372,-0.559327579,0.161,0.167,1,0.389166099
Pex16,0.031131661,-0.559232875,0.126,0.153,1,0
Pdhx,0.000390872,-0.559103587,0.413,0.436,1,0
Aldh9a1,0.517017092,-0.558853121,0.094,0.099,1,0
Fut11,0.864472404,-0.558820924,0.093,0.091,1,0
Rabggtb,0.12818772,-0.558714864,0.185,0.199,1,0
Krcc1,0.042484183,-0.558655913,0.159,0.184,1,0.354934746
Nipsnap2,2.91E-15,-0.558041687,0.688,0.743,6.31E-11,0
E230001N04Rik,0.600266707,-0.557971788,0.064,0.068,1,0.478273094
Gcfc2,0.008232159,-0.557938267,0.187,0.223,1,0
Nudcd2,0.064437704,-0.557779713,0.144,0.166,1,0
Gsr,0.009302448,-0.557221797,0.297,0.319,1,0
Zswim7,0.051876148,-0.557161508,0.336,0.341,1,0
Nr3c1,1.26E-14,-0.556963015,0.591,0.662,2.73E-10,-0.514758553
Ppp1r9a,6.27E-54,-0.556890477,0.936,0.974,1.36E-49,0
Zfp738,0.003559248,-0.556804286,0.299,0.329,1,0
Dffb,0.015022666,-0.556655743,0.19,0.221,1,0
Lgr4,0.001636585,-0.555731174,0.345,0.373,1,-0.462362878
Cnot8,0.022530793,-0.555545896,0.142,0.173,1,0.33954439
Rpl41,0.023947933,-0.5555067,0.207,0.235,1,0
Atp2b3,1.09E-12,-0.555188054,0.555,0.623,2.36E-08,0
Cox10,2.91E-07,-0.555017406,0.489,0.529,0.006322151,0
Car10,2.75E-20,-0.554822783,0.799,0.828,5.96E-16,-0.745947286
Bcas2,0.076147879,-0.554647773,0.267,0.274,1,-0.546747354
Atf7,1.39E-19,-0.55458432,0.758,0.789,3.02E-15,0
Ppp1r1a,0.052385074,-0.55456788,0.194,0.22,1,0
Sclt1,1.77E-28,-0.554293372,0.821,0.866,3.84E-24,0
Calcoco1,0.00577872,-0.554199844,0.254,0.289,1,0.66134394
Rps20,0.06370393,-0.554035274,0.124,0.147,1,0
Trmt10b,0.037510058,-0.553771017,0.222,0.245,1,0
Kcnt2,1.51E-39,-0.553760701,0.915,0.955,3.27E-35,0
Frmpd4,9.98E-80,-0.553505602,0.983,0.999,2.17E-75,0
Fam151b,0.39033227,-0.553190323,0.122,0.129,1,0.406404199
Cdh4,1.13E-07,-0.553182654,0.346,0.432,0.00246028,-1.087643898
Fez2,0.000201137,-0.55289307,0.449,0.465,1,0
Uqcrb,0.559977774,-0.552067653,0.091,0.08,1,0
Zfp644,2.83E-21,-0.551940076,0.764,0.827,6.14E-17,0
AI480526,0.843079672,-0.551882048,0.217,0.202,1,0
Supv3l1,0.030385318,-0.551780275,0.276,0.293,1,0
H2-T22,0.105917859,-0.551554371,0.153,0.172,1,0
Fh1,0.222236717,-0.551535162,0.141,0.152,1,-0.383001793
Clcc1,0.15192991,-0.55094281,0.23,0.242,1,0.385566897
Coa7,0.120962418,-0.550637151,0.107,0.125,1,0
Rps28,0.347369617,-0.550525548,0.121,0.129,1,0.321492905
Ndufs2,0.012230816,-0.550361973,0.208,0.24,1,0
Ndufa4,0.057359096,-0.549924734,0.166,0.189,1,0
Pde7a,1.36E-13,-0.549245711,0.61,0.671,2.95E-09,0
Alg11,0.379556599,-0.549071456,0.091,0.099,1,0
Higd1a,0.015094515,-0.548749109,0.279,0.298,1,-0.558396611
Mpnd,0.214936646,-0.547964925,0.175,0.185,1,0
Mtf2,2.73E-21,-0.547911769,0.77,0.799,5.92E-17,0
Pqlc2,0.060358067,-0.547773839,0.206,0.225,1,0
Hdac11,0.00104317,-0.54747101,0.283,0.326,1,0
Crybb3,0.527631884,-0.546549242,0.051,0.057,1,0
Sgk1,1.20E-25,-0.546458403,0.677,0.792,2.60E-21,-0.332785636
Sav1,0.080940961,-0.54584045,0.135,0.156,1,0
Timm8b,0.681031,-0.545688409,0.048,0.051,1,0
Hibch,1.15E-07,-0.545670119,0.396,0.469,0.002495179,0
Iars2,1.30E-05,-0.545630499,0.457,0.486,0.283123684,0
Ro60,8.71E-09,-0.545600159,0.444,0.516,0.000188977,0
Kif6,0.000802212,-0.545106237,0.26,0.306,1,0
Sumf1,0.028772585,-0.544602677,0.336,0.344,1,0
Cdk5rap3,0.413797084,-0.54432319,0.112,0.119,1,0
Paics,0.144792835,-0.543860821,0.115,0.131,1,0.39226268
9330160F10Rik,0.246857063,-0.543814928,0.058,0.069,1,0
Fgf18,0.571457514,-0.543796654,0.08,0.085,1,0
Dis3l,0.260236189,-0.543622556,0.101,0.112,1,0.493682782
Zfp146,0.289120586,-0.543604549,0.067,0.078,1,0
Pus3,0.307385686,-0.54290766,0.154,0.161,1,0.357524488
Atpsckmt,0.278198885,-0.542630376,0.101,0.111,1,0
Pigc,0.783376906,-0.542578856,0.065,0.066,1,0
Zfp950,9.34E-18,-0.54255678,0.647,0.733,2.03E-13,0
Klhdc2,0.002708041,-0.542527839,0.266,0.302,1,0.370729967
Gucy1a1,0.157481452,-0.542517506,0.16,0.174,1,0
Rnf182,0.089286867,-0.542378393,0.139,0.158,1,0
Polr2k,0.306634941,-0.54201582,0.126,0.136,1,0.715259181
Nudcd1,0.009881677,-0.541926695,0.326,0.348,1,0
6030458C11Rik,0.033609056,-0.541755347,0.282,0.295,1,0
Jrkl,0.258422568,-0.541572588,0.053,0.063,1,0
Rpl5,0.050729444,-0.54131791,0.245,0.263,1,0
Klhl24,7.32E-05,-0.541048192,0.42,0.455,1,0.339252153
Slc25a37,0.129740365,-0.541038356,0.085,0.102,1,-0.819893918
Abraxas1,0.254337144,-0.540511384,0.116,0.128,1,0
Actl6a,0.055735588,-0.540303201,0.274,0.284,1,0
Mcee,0.337745766,-0.54008648,0.088,0.098,1,0.406294996
Poldip2,0.036721351,-0.539925115,0.158,0.184,1,0
Ccdc189,0.109257303,-0.539842608,0.05,0.066,1,-0.488745231
Npat,0.000521549,-0.539815634,0.387,0.412,1,0
Zfp994,0.247173008,-0.539767363,0.128,0.141,1,0.417317954
Slc35d1,0.000162231,-0.538860682,0.328,0.381,1,-0.419750018
Apip,0.013331756,-0.538764773,0.212,0.242,1,0
Uqcrfs1,0.357781003,-0.538482788,0.061,0.07,1,0
Hpf1,0.000197284,-0.538057328,0.374,0.416,1,0
Slc12a1,0.275243828,-0.537975551,0.055,0.065,1,0
Ramp1,0.002769124,-0.537814566,0.168,0.213,1,0.329154547
Mcur1,0.151099242,-0.537750076,0.078,0.094,1,0.320537405
Hadhb,0.067585187,-0.537661255,0.183,0.203,1,0
Rpl21,0.204413656,-0.537586723,0.227,0.231,1,0
St13,1.11E-06,-0.53749591,0.422,0.475,0.024077924,0
Ndufb1-ps,0.001065267,-0.537234658,0.327,0.364,1,0.36732047
Mrps14,0.155924927,-0.537233659,0.134,0.149,1,0
Slc18b1,0.334259213,-0.537229768,0.087,0.097,1,0
Zeb2,1.59E-38,-0.537135202,0.923,0.952,3.46E-34,0
Tmem50b,0.819044622,-0.536718639,0.114,0.112,1,0
Ndufa13,0.437043353,-0.53644576,0.135,0.141,1,0
A930005H10Rik,0.181570047,-0.536189047,0.109,0.124,1,0.379829611
Agbl1,0.105219499,-0.536105884,0.131,0.149,1,0
Dolk,0.122260297,-0.535923368,0.053,0.068,1,0.422908333
Utp3,0.434560134,-0.53588841,0.137,0.142,1,0
Champ1,0.397863732,-0.535452943,0.086,0.095,1,0
Ccdc65,0.014722308,-0.535235497,0.172,0.205,1,0.412385766
Stum,0.000163052,-0.535224146,0.229,0.289,1,-0.681252245
Eml6,4.16E-43,-0.535088,0.925,0.946,9.02E-39,0
Lin37,0.310121399,-0.535073078,0.139,0.148,1,0
Gabrg3,1.36E-90,-0.534995924,0.959,0.997,2.96E-86,-0.498704919
Parl,0.001870249,-0.534733686,0.339,0.37,1,0
A330069K06Rik,0.49659926,-0.534714205,0.085,0.091,1,-0.811262583
Rtn4r,0.024042078,-0.534570327,0.286,0.308,1,0.599202767
Chka,1.57E-30,-0.534085464,0.855,0.878,3.41E-26,0
Ap4m1,0.045759103,-0.533397737,0.222,0.243,1,0
Eif4e3,0.014114056,-0.533306265,0.302,0.32,1,0
Ttc25,0.588306101,-0.533268005,0.059,0.064,1,-0.552267025
Snapc1,0.003634696,-0.53293549,0.297,0.328,1,0
Cspg5,1.06E-12,-0.532828289,0.534,0.622,2.31E-08,-0.349430881
Tmem136,0.290433823,-0.532668023,0.111,0.12,1,0
Rnf170,0.000650897,-0.532462654,0.303,0.347,1,0
Ube4bos1,0.000125135,-0.53228588,0.372,0.414,1,0
Exoc7,0.006912243,-0.531757877,0.303,0.331,1,0
Lztfl1,5.90E-12,-0.531659675,0.597,0.651,1.28E-07,0
Mrpl12,0.171731104,-0.531527105,0.063,0.076,1,0
Nkap,0.357183749,-0.531459718,0.192,0.194,1,0.766970083
Extl2,0.344271807,-0.531345406,0.069,0.079,1,0.400190106
Pgr,6.89E-07,-0.531299202,0.406,0.467,0.014949412,0
Luc7l2,3.94E-61,-0.531103456,0.973,0.992,8.56E-57,0
Rpl29,0.617525456,-0.531054568,0.102,0.105,1,0
Rpl35a,0.935705492,-0.530715,0.137,0.131,1,0
Insig1,0.465785941,-0.530685585,0.113,0.119,1,-0.894440853
Cep57,0.15207721,-0.530612278,0.142,0.158,1,0
Crbn,0.005501375,-0.530561334,0.316,0.338,1,0
Retreg3,0.002660214,-0.53053849,0.301,0.338,1,0
Rnf123,0.000441835,-0.530511929,0.226,0.281,1,0
4930549G23Rik,0.004551364,-0.53028441,0.24,0.279,1,0.571855604
Arf5,0.090801638,-0.530211325,0.232,0.246,1,0
Col25a1,0.081388698,-0.529928797,0.056,0.074,1,-1.285562125
Cox6b1,0.694641641,-0.529728733,0.182,0.177,1,0
Lamtor5,0.293127321,-0.529315322,0.064,0.074,1,0
Zgpat,0.159784041,-0.529195051,0.232,0.243,1,0
Zfp775,0.753126917,-0.529080449,0.058,0.06,1,0
Sema3a,0.443466505,-0.529006037,0.06,0.067,1,-0.969289275
Abcd3,0.003682279,-0.528879432,0.369,0.383,1,0
Txndc9,0.198574151,-0.528846711,0.208,0.215,1,0
Cul4a,2.31E-14,-0.528469487,0.685,0.723,5.01E-10,0
Acad8,0.247795827,-0.528286933,0.16,0.171,1,0
2700054A10Rik,0.000556889,-0.528213198,0.299,0.343,1,0
C230013L11Rik,0.205963027,-0.528078347,0.086,0.1,1,0
Ppargc1a,4.11E-28,-0.527902103,0.799,0.863,8.93E-24,-0.362294856
Pigq,0.050276442,-0.527876729,0.234,0.255,1,0
Zfand6,0.014666447,-0.527779079,0.293,0.313,1,0.331423756
Fam131a,1.26E-13,-0.527557489,0.663,0.702,2.73E-09,0
Prps2,0.197270737,-0.527442143,0.098,0.112,1,0
Lrp1b,1.01E-36,-0.526777467,0.994,0.996,2.18E-32,-0.811235367
Ccdc162,0.37224927,-0.526699196,0.06,0.069,1,0
Mfap1b,0.406349773,-0.526436914,0.14,0.145,1,0.393979107
Rasgrp1,2.20E-24,-0.526237135,0.733,0.825,4.78E-20,-0.763680117
Uchl1os,0.449663567,-0.526210751,0.113,0.119,1,0
Dnaja3,0.020594784,-0.5261173,0.343,0.354,1,0
Amt,0.532913372,-0.526014919,0.075,0.08,1,0.83604589
Tmem191c,7.43E-05,-0.525988009,0.32,0.378,1,0
Zc3h12b,8.78E-18,-0.525697345,0.635,0.727,1.90E-13,0
Dnaic1,0.069248213,-0.52553676,0.147,0.17,1,-0.367413778
Fpgt,0.377928886,-0.52495662,0.054,0.062,1,0
Srpr,0.000157873,-0.524635685,0.358,0.403,1,0
Fmn2,1.46E-36,-0.524593358,0.88,0.924,3.16E-32,-0.46199886
Cpsf1,0.194404534,-0.524473064,0.184,0.195,1,0
Fundc1,0.452284549,-0.524302586,0.07,0.077,1,0.494415047
3110039M20Rik,4.05E-10,-0.52421165,0.546,0.596,8.79E-06,-0.350279819
Polr2i,0.609018889,-0.524185234,0.067,0.071,1,-0.39554851
Tmem201,0.002262021,-0.52364254,0.256,0.293,1,0.4039923
Armcx1,0.026217167,-0.523619587,0.27,0.29,1,0
Pitpnm3,1.50E-10,-0.523608112,0.489,0.579,3.26E-06,-0.478901544
Dpp3,0.193652871,-0.523339919,0.177,0.189,1,0
Fam71e1,0.042269698,-0.52321091,0.075,0.098,1,0
Cep44,0.216607503,-0.523197558,0.172,0.182,1,0
Zfp160,0.000762761,-0.523064067,0.423,0.439,1,0
Traf6,0.019971077,-0.522256419,0.282,0.303,1,0
Zfp68,0.231939914,-0.522039653,0.181,0.189,1,0
Mak,0.337909807,-0.521983099,0.103,0.112,1,0
Rasl10b,0.547734922,-0.521612518,0.097,0.102,1,0
Rbm20,0.000998403,-0.521223766,0.222,0.276,1,-0.712470816
Zfp931,0.377771272,-0.521005876,0.086,0.094,1,-0.344832871
Tmem208,0.005189541,-0.520976141,0.463,0.452,1,0
Hsd3b3,0.162576125,-0.520765296,0.185,0.198,1,0.399177303
Slc22a14,2.74E-06,-0.520533159,0.356,0.423,0.059403327,0
Ptcd2,0.161588296,-0.52014847,0.166,0.181,1,0
Mad1l1,6.65E-06,-0.519934407,0.284,0.36,0.14442432,-0.37443141
Ciao3,0.041128076,-0.519817928,0.272,0.29,1,0
Zfp141,0.007251045,-0.519564363,0.275,0.302,1,0
B230118H07Rik,0.075524804,-0.519179065,0.123,0.144,1,0
Lypla1,0.043943831,-0.519050034,0.229,0.251,1,0.350729466
Nt5m,0.183520368,-0.519013056,0.201,0.209,1,0
Armc6,0.041403337,-0.518995275,0.134,0.161,1,0
Washc3,0.05420371,-0.518858247,0.171,0.196,1,0.460107215
Fam136a,0.530773351,-0.518757193,0.063,0.068,1,0
Nxt1,0.412715185,-0.518222097,0.061,0.069,1,0.336939651
Cactin,0.26799743,-0.51817467,0.085,0.096,1,0
Cubn,0.182022643,-0.518100456,0.042,0.054,1,-0.700300461
Surf4,0.833390334,-0.517991786,0.07,0.066,1,0
D430042O09Rik,2.46E-12,-0.517976035,0.696,0.725,5.34E-08,0
Tcerg1l,2.60E-20,-0.517836211,0.64,0.749,5.64E-16,0
Arhgef37,0.061627672,-0.516662039,0.137,0.162,1,-0.843173908
Gstz1,0.055930937,-0.516661039,0.316,0.322,1,0.362351506
Hmg20b,0.006507842,-0.516522349,0.086,0.121,1,-0.370605392
Shld2,0.004161543,-0.516454704,0.24,0.28,1,0.436656318
Vdac2,0.039510787,-0.516385984,0.267,0.284,1,0
Ltbp4,0.637213175,-0.51628127,0.087,0.09,1,0.601147962
Gps2,6.02E-08,-0.516035669,0.555,0.603,0.001307312,0
Gcnt7,0.001355861,-0.515681038,0.313,0.349,1,0.494057342
Noa1,0.277879301,-0.515577832,0.079,0.091,1,0
Mtrr,0.349600913,-0.515471627,0.047,0.055,1,0.82086946
Srgap2,5.56E-34,-0.515394762,0.873,0.915,1.21E-29,0
Ier5l,0.082299194,-0.515220893,0.097,0.118,1,0
Pcyt2,2.93E-10,-0.515201247,0.588,0.641,6.36E-06,0
Sntg1,8.99E-54,-0.515166217,0.997,0.994,1.95E-49,-0.768143167
Phykpl,0.419739632,-0.515083197,0.215,0.211,1,0
Cfap70,0.721794768,-0.51502591,0.056,0.059,1,0.890984392
Tmem126a,0.003933885,-0.514538038,0.411,0.428,1,0
D3Ertd751e,0.043736274,-0.514088978,0.257,0.275,1,0.461813866
Brpf1,0.527291004,-0.514055723,0.215,0.209,1,0
St3gal5,5.65E-14,-0.514008082,0.607,0.687,1.23E-09,0
Tstd2,0.289750025,-0.513965246,0.135,0.146,1,0
Cys1,0.006408914,-0.513910489,0.245,0.283,1,0.450032601
Ercc4,0.346666256,-0.513883349,0.194,0.196,1,0
Aff3,5.77E-57,-0.513839996,0.974,0.988,1.25E-52,-0.607481927
St6galnac6,0.09948155,-0.513753068,0.173,0.191,1,0
Bag2,0.01573857,-0.513599361,0.04,0.064,1,0.441474088
5430405H02Rik,2.86E-06,-0.512850453,0.479,0.524,0.062036122,0
Csgalnact1,1.31E-15,-0.512757316,0.501,0.632,2.84E-11,-0.475509685
Rpgrip1,0.293444396,-0.51252012,0.142,0.152,1,0
Abhd8,0.405935426,-0.511556004,0.116,0.124,1,0
Mrps18c,0.224596898,-0.511484228,0.105,0.117,1,0
4930430F08Rik,0.232481847,-0.511391341,0.163,0.175,1,0
Atp5md,0.022850804,-0.510977374,0.264,0.289,1,0
Hint3,0.131338679,-0.510823961,0.207,0.218,1,0
D030028A08Rik,0.952589224,-0.510804194,0.135,0.129,1,0
Tcta,0.270302677,-0.510500085,0.171,0.179,1,0
Nol3,0.058738742,-0.510290647,0.086,0.108,1,0
Hfm1,0.285202868,-0.510202509,0.146,0.156,1,0
Rab13,0.938926537,-0.510150828,0.074,0.073,1,0
Vash1,0.008366823,-0.509149281,0.315,0.34,1,0.362283502
Tbc1d13,0.114744306,-0.508732697,0.177,0.194,1,0
Grk4,0.095267534,-0.508713386,0.346,0.295,1,0
Rpp14,0.301123469,-0.508670552,0.066,0.076,1,0
Jade1,0.031910737,-0.508628651,0.18,0.21,1,0
Kcng2,0.005869225,-0.5085843,0.107,0.145,1,0
Cyp2j6,0.054655649,-0.50853999,0.046,0.065,1,0
Atp5b,3.67E-05,-0.508466128,0.408,0.453,0.797515663,0
Nr3c2,3.71E-33,-0.50795303,0.903,0.943,8.06E-29,0
Aimp1,0.001000812,-0.507670959,0.362,0.395,1,0
Spag7,0.773989288,-0.507661879,0.053,0.049,1,0
Dtwd2,0.446500362,-0.507635109,0.124,0.13,1,0
Tgfbr1,0.001513866,-0.507538475,0.163,0.211,1,-1.197864076
Ndufa3,0.720204728,-0.506644958,0.091,0.092,1,0
Tarbp1,0.245002651,-0.506453264,0.211,0.217,1,0
Carmil1,7.04E-22,-0.506161991,0.781,0.818,1.53E-17,0
Bloc1s5,0.613352244,-0.505873229,0.064,0.068,1,-0.692215809
Gtpbp1,0.51094857,-0.505845635,0.15,0.152,1,0
Nol4,5.34E-48,-0.505807032,0.839,0.938,1.16E-43,-0.380839293
Mzt1,0.609366816,-0.505799837,0.118,0.12,1,0
Ighmbp2,0.032137075,-0.505737693,0.117,0.146,1,0.460811357
Wdr74,0.598910524,-0.505543655,0.106,0.109,1,0
Camkv,4.09E-18,-0.505515518,0.67,0.756,8.89E-14,-0.32487546
Bloc1s2,0.088469493,-0.504936422,0.222,0.237,1,0
Tinf2,0.691814697,-0.504674746,0.068,0.071,1,0.557767626
Dnal4,0.348434648,-0.504644391,0.076,0.085,1,0
Msi1,0.810056169,-0.504506001,0.097,0.097,1,0.588572992
Ssbp2,6.76E-47,-0.504432265,0.959,0.985,1.47E-42,0
Wdcp,0.223030372,-0.504294328,0.16,0.17,1,0.364677051
Foxg1,0.000842766,-0.504275202,0.326,0.366,1,-0.393855584
Ndst2,0.413147551,-0.504269599,0.098,0.105,1,0.417892251
Ptpdc1,0.174166393,-0.504084195,0.22,0.228,1,0.498210736
Pebp4,0.032245777,-0.503793215,0.204,0.231,1,0
Thumpd2,0.090054368,-0.5036663,0.183,0.202,1,0
Exoc3,3.86E-06,-0.503298142,0.541,0.558,0.083784481,0
Ppp1r2,0.000926423,-0.502880686,0.441,0.456,1,0
Pus7,6.79E-08,-0.502776583,0.451,0.513,0.001474275,0
Clvs2,3.23E-11,-0.502258842,0.561,0.624,7.00E-07,0
Trmt10c,0.730466684,-0.502230429,0.066,0.068,1,0
Pcca,4.52E-27,-0.502024416,0.839,0.875,9.81E-23,0
Yars2,0.075048515,-0.501710155,0.055,0.073,1,0.390280989
Tmem219,0.870533289,-0.501360425,0.15,0.144,1,0.523790258
Ncaph2,0.006845541,-0.501142663,0.26,0.296,1,0
Iqub,0.276874365,-0.500884149,0.066,0.076,1,0
Tmem231,0.400693423,-0.500826129,0.112,0.119,1,0.428237723
Ppif,0.299147511,-0.500628024,0.064,0.074,1,-0.652590138
Ercc8,0.071631722,-0.500456773,0.245,0.26,1,0
Plppr5,1.82E-14,-0.49917248,0.531,0.642,3.96E-10,0
Gadd45gip1,0.328108013,-0.499064075,0.042,0.051,1,0.627427725
Ypel1,0.098756659,-0.498969975,0.185,0.204,1,0.534232369
C130071C03Rik,3.63E-25,-0.498914828,0.849,0.874,7.88E-21,0
Utp6,0.21340486,-0.498819631,0.103,0.116,1,0.384855495
Ddx25,0.389993315,-0.498691712,0.125,0.132,1,0.585627513
Ifnar2,0.222626782,-0.498271747,0.26,0.222,1,0
Dnajc16,0.414428566,-0.498230558,0.179,0.182,1,0
Dus4l,0.087090994,-0.49817151,0.211,0.226,1,0
BC002059,0.206294427,-0.497986327,0.194,0.204,1,0
Rpusd3,0.337677691,-0.497913265,0.045,0.053,1,0
Sap18,0.262927865,-0.497688424,0.123,0.134,1,0
Psmd9,0.000475165,-0.497298652,0.35,0.393,1,0
Zfp810,0.112336019,-0.496642946,0.231,0.243,1,0
Pex19,0.172617945,-0.496630856,0.209,0.218,1,0
Grip1,4.63E-29,-0.496565824,0.879,0.933,1.00E-24,-0.427999459
Cntn1,8.49E-59,-0.496553987,0.981,0.993,1.84E-54,-0.377100924
Phlpp2,3.63E-09,-0.496507214,0.641,0.658,7.87E-05,0
Vamp1,0.008876195,-0.496392392,0.304,0.328,1,0
