,RNA.0,RNA.1,RNA.2,RNA.3,RNA.4,RNA.5,RNA.6,RNA.7
Pnpo,0.052087551,0.057170586,0.039899987,0.04876323,0.022994067,0.043929103,0.118933351,0.039808437
Sp2,0.136677168,0.141077204,0.113129839,0.149262102,0.136442397,0.120272546,0.187124424,0.139846097
Sp6,0.004091384,0,0.000635975,0.001172887,0.002349109,0.001887585,0.003851961,0.001328228
Gm11532,0,0,0,0,0.001524015,0,0.011082415,0.001853221
Scrn2,0.005253306,0.001283962,0.002496625,0.005321729,0.009050577,0.006537939,0.035146803,0
Lrrc46,0.004443833,0.001555786,0.00618696,0.000702046,0.001914837,0.005044755,0.015399713,0.014331942
Mrpl10,0.112474886,0.121121947,0.120536432,0.099161646,0.099744156,0.101184004,0.086279763,0.094135207
Gm11574,0.004786492,0.002971966,0.003397474,0.002045457,0.002464393,0.002183859,0.005976215,0.002240865
Osbpl7,0.149394545,0.120664636,0.153287421,0.117313799,0.115796957,0.255796113,0.253491351,0.121191519
Tbx21,0.004186161,0.003524129,0.00896299,0.012128434,0.007332529,0,0.03113284,0.001328228
Tbkbp1,0.115769131,0.144040211,0.261653596,0.133268055,0.143646853,0.079670282,0.155290233,0.153191244
Kpnb1,0.205052585,0.220846849,0.215593647,0.294996174,0.25931466,0.17591874,0.30207283,0.236433633
Gm11583,0.001577986,0.002926245,0,0.001156366,0.001030553,0.001485696,0.004053694,0
Npepps,2.073039532,2.24574544,3.844633241,2.641707207,3.749529222,1.981013458,2.418472243,3.657472516
Gm11592,0.024600104,0.032253728,0.029530427,0.018710503,0.032431192,0.007521397,0.049263424,0.031726825
Mrpl45,0.17050625,0.170748006,0.174845373,0.120822839,0.170694498,0.141732481,0.297442057,0.183879458
